,type,game_id,home_team,away_team,week,season,state_of_game,game_url,home_score,away_score,h_win,a_win,h_totfd,a_totfd,h_totyds,a_totyds,h_pyds,a_pyds,h_ryds,a_ryds,h_pen,a_pen,h_penyds,a_penyds,h_trnovr,a_trnovr,h_pt,a_pt,h_ptyds,a_ptyds,h_ptavg,a_ptavg,h_top,a_top,net_win,net_totfd,net_totyds,net_pyds,net_ryds,net_pen,net_penyds,net_trnovr,net_pt,net_ptyds,net_ptavg,net_top
166,reg,2017112600,ATL,TB,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112600/2017112600_gtd.json,34,20,1,0,23,27,516,373,368,279,148,94,4,2,42,15,1,0,2,3,104,160,32,45,30.1,29.9,1,-4,143,89,54,2,27,1,-1,-56,-13,0.20000000000000284
167,reg,2017112604,NE,MIA,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112604/2017112604_gtd.json,35,17,1,0,25,15,417,221,221,154,196,67,7,6,70,52,2,3,3,5,122,208,34,41,32.68333333333333,27.316666666666666,1,10,196,67,129,1,18,-1,-2,-86,-7,5.366666666666664
168,reg,2017112606,PHI,CHI,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112606/2017112606_gtd.json,31,3,1,0,24,8,420,140,244,134,176,6,11,9,70,56,3,2,2,6,87,251,44,39,37.13333333333333,22.86666666666667,1,16,280,110,170,2,14,1,-4,-164,5,14.266666666666662
169,reg,2017112605,NYJ,CAR,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112605/2017112605_gtd.json,27,35,0,1,21,17,391,299,282,154,109,145,7,10,68,84,1,0,7,6,318,284,32,46,28.16666666666667,31.83333333333333,-1,4,92,128,-36,-3,-16,1,1,34,-14,-3.666666666666657
170,reg,2017112608,SF,SEA,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112608/2017112608_gtd.json,13,24,0,1,16,20,280,318,196,228,84,90,7,6,74,35,1,1,9,6,342,287,37,38,30.48333333333333,29.516666666666666,-1,-4,-38,-32,-6,1,39,0,3,55,-1,0.966666666666665
171,reg,2017112607,LA,NO,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112607/2017112607_gtd.json,26,20,1,0,24,14,415,346,327,223,88,123,9,7,90,112,1,0,3,7,138,371,46,45,35.43333333333333,24.566666666666666,1,10,69,104,-35,2,-22,1,-4,-233,1,10.866666666666664
172,reg,2017112609,ARI,JAX,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112609/2017112609_gtd.json,27,24,1,0,20,19,344,219,236,128,108,91,10,5,98,45,2,3,6,8,274,396,40,40,34.65,25.35,1,1,125,108,17,5,53,-1,-2,-122,0,9.299999999999997
173,reg,2017112610,OAK,DEN,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112610/2017112610_gtd.json,21,14,1,0,21,12,348,219,244,160,104,59,7,9,68,75,1,1,6,8,261,359,42,42,35.9,24.1,1,9,129,84,45,-2,-7,0,-2,-98,0,11.799999999999997
174,reg,2017112611,PIT,GB,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112611/2017112611_gtd.json,31,28,1,0,28,15,462,307,341,227,121,80,5,3,45,27,3,0,3,5,97,241,32,46,33.6,26.4,1,13,155,114,41,2,18,3,-2,-144,-14,7.200000000000003
175,reg,2017112700,BAL,HOU,12,2017,POST,http://www.nfl.com/liveupdate/game-center/2017112700/2017112700_gtd.json,23,16,1,0,17,20,294,303,155,237,139,66,7,6,89,36,0,3,6,4,308,174,48,44,29.73333333333333,30.266666666666666,1,-3,-9,-82,73,1,53,-3,2,134,4,-0.533333333333335
176,reg,2017113000,DAL,WAS,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017113000/2017113000_gtd.json,38,14,1,0,21,15,275,280,93,224,182,56,3,7,25,43,0,4,5,5,211,213,41,25,32.46666666666667,27.53333333333333,1,6,-5,-131,126,-4,-18,-4,0,-2,16,4.933333333333337
177,reg,2017120300,ATL,MIN,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120300/2017120300_gtd.json,9,14,0,1,15,22,275,312,173,207,102,105,7,6,55,51,0,0,4,5,197,225,47,43,25.966666666666665,34.03333333333333,-1,-7,-37,-34,-3,1,4,0,-1,-28,4,-8.066666666666666
178,reg,2017120309,TEN,HOU,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120309/2017120309_gtd.json,24,13,1,0,19,24,344,384,146,331,198,53,7,11,63,85,1,1,4,3,199,139,43,33,26.18333333333333,33.81666666666667,1,-5,-40,-185,145,-4,-22,0,1,60,10,-7.63333333333334
179,reg,2017120308,NYJ,KC,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120308/2017120308_gtd.json,38,31,1,0,30,17,488,474,331,362,157,112,5,8,40,30,0,0,2,2,73,98,25,49,42.81666666666667,17.183333333333334,1,13,14,-31,45,-3,10,0,0,-25,-24,25.633333333333336
180,reg,2017120306,MIA,DEN,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120306/2017120306_gtd.json,35,9,1,0,15,14,367,270,222,167,145,103,7,9,85,57,3,3,9,8,386,340,41,32,34.36666666666667,25.63333333333333,1,1,97,55,42,-2,28,0,1,46,9,8.733333333333338
181,reg,2017120305,JAX,IND,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120305/2017120305_gtd.json,30,10,1,0,22,17,426,290,330,149,96,141,6,4,55,31,0,2,2,4,76,187,38,42,33.78333333333333,26.216666666666665,1,5,136,181,-45,2,24,-2,-2,-111,-4,7.566666666666666
182,reg,2017120304,GB,TB,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120304/2017120304_gtd.json,26,20,1,0,16,25,276,395,77,230,199,165,7,8,47,74,1,1,4,5,181,176,42,35,26.73333333333333,37.28333333333333,1,-9,-119,-153,34,-1,-27,0,-1,5,7,-10.55
183,reg,2017120301,BAL,DET,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120301/2017120301_gtd.json,44,20,1,0,24,18,370,372,269,294,101,78,2,6,25,45,0,3,5,6,209,275,39,41,29.85,30.15,1,6,-2,-25,23,-4,-20,-3,-1,-66,-2,-0.29999999999999716
184,reg,2017120302,BUF,NE,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120302/2017120302_gtd.json,3,23,0,1,16,23,268,435,85,244,183,191,3,9,34,66,1,1,4,3,195,105,41,35,25.98333333333333,34.016666666666666,-1,-7,-167,-159,-8,-6,-32,0,1,90,6,-8.033333333333335
185,reg,2017120303,CHI,SF,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120303/2017120303_gtd.json,14,15,0,1,8,23,147,388,85,278,62,110,4,8,29,53,0,1,5,2,199,72,36,2,21.216666666666665,38.78333333333333,-1,-15,-241,-193,-48,-4,-24,-1,3,127,34,-17.566666666666666
186,reg,2017120310,LAC,CLE,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120310/2017120310_gtd.json,19,10,1,0,23,17,429,291,335,202,94,89,5,4,62,24,0,2,2,3,73,117,31,36,34.95,25.05,1,6,138,133,5,1,38,-2,-1,-44,-5,9.900000000000002
187,reg,2017120312,OAK,NYG,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120312/2017120312_gtd.json,24,17,1,0,18,15,401,265,282,200,119,65,6,1,42,5,1,2,4,7,200,339,43,45,31.316666666666666,28.68333333333333,1,3,136,82,54,5,37,-1,-3,-139,-2,2.6333333333333364
188,reg,2017120307,NO,CAR,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120307/2017120307_gtd.json,31,21,1,0,19,16,400,279,252,167,148,112,7,6,68,54,1,1,4,5,184,215,41,42,33.35,26.65,1,3,121,85,36,1,14,0,-1,-31,-1,6.700000000000003
189,reg,2017120311,ARI,LA,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120311/2017120311_gtd.json,16,32,0,1,19,18,312,303,194,213,118,90,4,7,25,36,2,1,5,4,254,207,35,49,31.03333333333333,28.966666666666665,-1,1,9,-19,28,-3,-11,1,1,47,-14,2.0666666666666664
190,reg,2017120313,SEA,PHI,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120313/2017120313_gtd.json,24,10,1,0,20,25,310,425,209,327,101,98,5,7,46,64,0,2,5,3,199,123,40,40,28.1,31.9,1,-5,-115,-118,3,-2,-18,-2,2,76,0,-3.799999999999997
191,reg,2017120400,CIN,PIT,13,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120400/2017120400_gtd.json,20,23,0,1,19,24,353,374,223,282,130,92,13,7,173,66,0,1,5,4,246,178,48,42,30.18333333333333,29.816666666666666,-1,-5,-21,-59,38,6,107,-1,1,68,6,0.3666666666666636
192,reg,2017120700,ATL,NO,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017120700/2017120700_gtd.json,20,17,1,0,26,18,343,306,211,256,132,50,4,11,35,87,3,1,2,5,83,208,42,41,34.68333333333333,25.316666666666666,1,8,37,-45,82,-7,-52,2,-3,-125,1,9.366666666666664
193,reg,2017121000,BUF,IND,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121000/2017121000_gtd.json,13,7,1,0,14,16,319,227,92,64,227,163,2,2,10,20,2,0,6,7,230,269,38,36,32.416666666666664,36.03333333333333,1,-2,92,28,64,0,-10,2,-1,-39,2,-3.616666666666667
194,reg,2017121012,NYG,DAL,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121012/2017121012_gtd.json,10,30,0,1,21,19,330,454,228,332,102,122,7,8,69,51,2,0,8,4,347,190,34,43,32.88333333333333,27.11666666666667,-1,2,-124,-104,-20,-1,18,2,4,157,-9,5.766666666666662
195,reg,2017121007,TB,DET,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121007/2017121007_gtd.json,21,24,0,1,28,21,400,434,267,381,133,53,7,8,65,105,5,3,3,5,148,207,44,33,30.216666666666665,29.78333333333333,-1,7,-34,-114,80,-1,-40,2,-2,-59,11,0.43333333333333357
196,reg,2017121006,KC,OAK,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121006/2017121006_gtd.json,26,15,1,0,23,15,408,268,243,198,165,70,7,7,69,39,1,3,3,7,103,286,34,36,36.66666666666666,23.33333333333333,1,8,140,45,95,0,30,-2,-4,-183,-2,13.333333333333329
197,reg,2017121004,HOU,SF,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121004/2017121004_gtd.json,16,26,0,1,18,20,311,416,221,314,90,102,8,11,81,87,1,1,6,5,314,207,43,41,25.18333333333333,34.81666666666667,-1,-2,-105,-93,-12,-3,-6,0,1,107,2,-9.63333333333334
198,reg,2017121003,CLE,GB,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121003/2017121003_gtd.json,21,27,0,1,17,24,345,341,209,256,136,85,6,3,45,20,2,0,4,4,209,191,37,42,28.63333333333333,36.28333333333333,-1,-7,4,-47,51,3,25,2,0,18,-5,-7.650000000000002
199,reg,2017121002,CIN,CHI,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121002/2017121002_gtd.json,7,33,0,1,14,29,234,482,164,250,70,232,7,10,56,74,2,0,5,3,251,142,49,43,21.85,38.15,-1,-15,-248,-86,-162,-3,-18,2,2,109,6,-16.299999999999997
200,reg,2017121001,CAR,MIN,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121001/2017121001_gtd.json,31,24,1,0,15,21,345,356,129,256,216,100,6,2,48,30,1,3,6,3,260,131,34,41,31.3,28.7,1,-6,-11,-127,116,4,18,-2,3,129,-7,2.6000000000000014
201,reg,2017121010,LAC,WAS,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121010/2017121010_gtd.json,30,13,1,0,24,9,488,201,314,136,174,65,5,4,40,48,1,1,5,8,266,347,46,37,35.333333333333336,24.66666666666667,1,15,287,178,109,1,-8,0,-3,-81,9,10.666666666666664
202,reg,2017121009,DEN,NYJ,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121009/2017121009_gtd.json,23,0,1,0,17,6,273,100,189,41,84,59,3,4,21,20,0,2,5,8,247,365,42,38,37.583333333333336,22.41666666666667,1,11,173,148,25,-1,1,-2,-3,-118,4,15.166666666666664
203,reg,2017121008,ARI,TEN,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121008/2017121008_gtd.json,12,7,1,0,16,14,261,204,125,139,136,65,5,6,30,48,0,2,6,6,270,313,43,47,33.81666666666667,26.18333333333333,1,2,57,-14,71,-1,-18,-2,0,-43,-4,7.63333333333334
204,reg,2017121011,LA,PHI,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121011/2017121011_gtd.json,35,43,0,1,17,29,307,455,198,316,109,139,7,10,102,67,2,1,5,4,282,142,50,29,20.8,39.2,-1,-12,-148,-118,-30,-3,35,1,1,140,21,-18.400000000000002
205,reg,2017121005,JAX,SEA,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121005/2017121005_gtd.json,30,24,1,0,19,17,425,401,268,260,157,141,7,6,48,73,1,3,5,4,194,181,38,27,33.016666666666666,26.98333333333333,1,2,24,8,16,1,-25,-2,1,13,11,6.033333333333335
206,reg,2017121013,PIT,BAL,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121013/2017121013_gtd.json,39,38,1,0,31,26,545,413,486,261,59,152,6,5,101,35,0,1,3,3,141,125,47,42,33.833333333333336,26.16666666666667,1,5,132,225,-93,1,66,-1,0,16,5,7.666666666666664
207,reg,2017121100,MIA,NE,14,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121100/2017121100_gtd.json,27,20,1,0,21,14,362,248,242,223,120,25,8,9,102,78,0,2,7,7,315,334,40,46,36.15,23.85,1,7,114,19,95,-1,24,-2,0,-19,-6,12.299999999999997
208,reg,2017121400,IND,DEN,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121400/2017121400_gtd.json,13,25,0,1,15,23,228,462,158,249,70,213,4,12,39,80,0,1,4,1,164,52,41,52,23.15,36.85,-1,-8,-234,-91,-143,-8,-41,-1,3,112,-11,-13.700000000000003
209,reg,2017121600,DET,CHI,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121600/2017121600_gtd.json,20,10,1,0,18,22,293,349,202,306,91,43,8,13,58,97,1,3,4,5,182,225,40,36,29.08333333333333,30.91666666666667,1,-4,-56,-104,48,-5,-39,-2,-1,-43,4,-1.8333333333333428
210,reg,2017121601,KC,LAC,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121601/2017121601_gtd.json,30,13,1,0,20,20,397,307,223,209,174,98,7,9,71,61,0,4,3,3,129,149,41,43,33.35,26.65,1,0,90,14,76,-2,10,-4,0,-20,-2,6.700000000000003
211,reg,2017121703,JAX,HOU,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121703/2017121703_gtd.json,45,7,1,0,25,9,464,186,326,99,138,87,8,14,54,127,0,1,6,11,283,518,45,42,33.3,26.7,1,16,278,227,51,-6,-73,-1,-5,-235,3,6.599999999999998
212,reg,2017121702,CLE,BAL,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121702/2017121702_gtd.json,10,27,0,1,15,23,266,376,136,279,130,97,6,7,35,57,4,0,5,5,216,215,43,41,23.2,36.8,-1,-8,-110,-143,33,-1,-22,4,0,1,2,-13.599999999999998
213,reg,2017121701,CAR,GB,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121701/2017121701_gtd.json,31,24,1,0,29,24,387,384,236,264,151,120,5,6,40,28,0,4,4,2,174,82,40,39,33.95,26.05,1,5,3,-28,31,-1,12,-4,2,92,1,7.900000000000002
214,reg,2017121700,BUF,MIA,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121700/2017121700_gtd.json,24,16,1,0,21,21,328,349,212,249,116,100,3,7,28,60,0,3,5,4,205,187,34,41,27.58333333333333,32.416666666666664,1,0,-21,-37,16,-4,-32,-3,1,18,-7,-4.833333333333336
215,reg,2017121704,MIN,CIN,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121704/2017121704_gtd.json,34,7,1,0,18,8,346,161,222,115,124,46,11,5,93,44,1,2,5,8,217,365,41,41,35.86666666666667,24.13333333333333,1,10,185,107,78,6,49,-1,-3,-148,0,11.733333333333338
216,reg,2017121707,WAS,ARI,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121707/2017121707_gtd.json,20,15,1,0,14,19,218,286,187,145,31,141,7,8,82,71,1,2,6,5,319,251,43,47,23.73333333333333,36.266666666666666,1,-5,-68,42,-110,-1,11,-1,1,68,-4,-12.533333333333335
217,reg,2017121706,NYG,PHI,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121706/2017121706_gtd.json,29,34,0,1,27,22,504,341,429,233,75,108,5,7,67,44,1,0,3,4,74,187,19,40,29.11666666666667,30.88333333333333,-1,5,163,196,-33,-2,23,1,-1,-113,-21,-1.7666666666666586
218,reg,2017121705,NO,NYJ,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121705/2017121705_gtd.json,31,19,1,0,23,19,416,294,285,170,131,124,8,8,92,50,3,2,4,7,187,316,47,40,29.16666666666667,30.83333333333333,1,4,122,115,7,0,42,1,-3,-129,7,-1.6666666666666572
219,reg,2017121708,SEA,LA,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121708/2017121708_gtd.json,7,42,0,1,11,19,149,352,71,108,78,244,9,3,60,25,2,1,9,5,427,213,31,39,23.23333333333333,36.766666666666666,-1,-8,-203,-37,-166,6,35,1,4,214,-8,-13.533333333333335
220,reg,2017121710,SF,TEN,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121710/2017121710_gtd.json,25,23,1,0,23,23,414,328,363,238,51,90,7,3,70,22,0,1,1,2,43,111,43,50,32.583333333333336,27.41666666666667,1,0,86,125,-39,4,48,-1,-1,-68,-7,5.166666666666664
221,reg,2017121709,PIT,NE,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121709/2017121709_gtd.json,24,27,0,1,21,21,413,360,270,283,143,77,6,2,63,4,1,1,4,2,171,96,40,47,35.11666666666667,24.88333333333333,-1,0,53,-13,66,4,59,0,2,75,-7,10.233333333333338
222,reg,2017121711,OAK,DAL,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121711/2017121711_gtd.json,17,20,0,1,19,21,293,330,171,204,122,126,14,7,105,100,1,2,4,2,182,86,42,43,27.66666666666667,32.333333333333336,-1,-2,-37,-33,-4,7,5,-1,2,96,-1,-4.666666666666664
223,reg,2017121800,TB,ATL,15,2017,POST,http://www.nfl.com/liveupdate/game-center/2017121800/2017121800_gtd.json,21,24,0,1,22,24,373,410,289,209,84,201,7,6,53,60,1,0,4,4,191,161,39,33,26.75,33.25,-1,-2,-37,80,-117,1,-7,1,0,30,6,-6.5
224,reg,2017122300,BAL,IND,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122300/2017122300_gtd.json,23,16,1,0,23,17,323,296,220,203,103,93,5,2,25,19,0,0,3,2,71,74,16,37,35.8,24.2,1,6,27,17,10,3,6,0,1,-3,-21,11.599999999999998
225,reg,2017122301,GB,MIN,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122301/2017122301_gtd.json,0,16,0,1,12,15,239,236,126,124,113,112,6,2,79,10,2,0,6,7,231,277,37,35,28.38333333333333,31.61666666666667,-1,-3,3,2,1,4,69,2,-1,-46,2,-3.2333333333333414
226,reg,2017122402,CIN,DET,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122402/2017122402_gtd.json,26,17,1,0,28,15,364,276,222,189,142,87,5,9,60,74,1,1,4,5,152,202,38,36,32.48333333333333,27.516666666666666,1,13,88,33,55,-4,-14,0,-1,-50,2,4.9666666666666615
227,reg,2017122403,KC,MIA,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122403/2017122403_gtd.json,29,13,1,0,23,15,404,345,301,286,103,59,5,11,40,75,0,2,1,2,49,59,49,29,37.88333333333333,22.11666666666667,1,8,59,15,44,-6,-35,-2,-1,-10,20,15.766666666666662
228,reg,2017122404,NE,BUF,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122404/2017122404_gtd.json,37,16,1,0,28,17,411,326,218,242,193,84,2,4,10,83,1,0,1,3,44,144,44,42,31.73333333333333,28.266666666666666,1,11,85,-24,109,-2,-73,1,-2,-100,2,3.466666666666665
229,reg,2017122401,CHI,CLE,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122401/2017122401_gtd.json,20,3,1,0,16,12,258,253,161,178,97,75,4,8,25,60,0,3,8,7,361,334,39,41,33.23333333333333,26.766666666666666,1,4,5,-17,22,-4,-35,-3,1,27,-2,6.4666666666666615
230,reg,2017122400,CAR,TB,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122400/2017122400_gtd.json,22,19,1,0,20,20,255,392,140,326,115,66,6,12,50,72,1,3,3,1,119,50,40,47,30.5,29.5,1,0,-137,-186,49,-6,-22,-2,2,69,-7,1.0
231,reg,2017122405,NO,ATL,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122405/2017122405_gtd.json,23,13,1,0,15,15,315,331,229,264,86,67,3,10,30,91,1,2,6,5,268,234,40,38,33.8,26.2,1,0,-16,-35,19,-7,-61,-1,1,34,2,7.599999999999998
232,reg,2017122408,WAS,DEN,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122408/2017122408_gtd.json,27,11,1,0,19,18,386,330,299,171,87,159,6,3,35,30,2,3,5,6,247,247,46,41,29.55,30.45,1,1,56,128,-72,3,5,-1,-1,0,5,-0.8999999999999986
233,reg,2017122407,TEN,LA,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122407/2017122407_gtd.json,23,27,0,1,19,20,366,402,269,286,97,116,5,5,54,44,1,1,4,4,145,200,36,42,29.93333333333333,30.066666666666666,-1,-1,-36,-17,-19,0,10,0,0,-55,-6,-0.1333333333333364
234,reg,2017122406,NYJ,LAC,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122406/2017122406_gtd.json,7,14,0,1,13,21,295,379,98,290,197,89,5,8,34,80,3,0,9,9,421,416,44,43,27.03333333333333,32.96666666666667,-1,-8,-84,-192,108,-3,-46,3,0,5,1,-5.933333333333337
235,reg,2017122409,SF,JAX,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122409/2017122409_gtd.json,44,33,1,0,26,32,369,472,238,380,131,92,8,12,68,99,1,3,3,4,131,156,44,30,29.18333333333333,30.816666666666666,1,-6,-103,-142,39,-4,-31,-2,-1,-25,14,-1.6333333333333364
236,reg,2017122411,DAL,SEA,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122411/2017122411_gtd.json,12,21,0,1,21,15,283,136,155,60,128,76,7,11,75,142,3,0,2,7,100,323,46,42,32.833333333333336,27.16666666666667,-1,6,147,95,52,-4,-67,3,-5,-223,4,5.666666666666664
237,reg,2017122410,ARI,NYG,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122410/2017122410_gtd.json,23,0,1,0,19,12,289,293,215,250,74,43,6,10,45,101,2,3,7,6,329,263,41,39,33.21666666666667,26.78333333333333,1,7,-4,-35,31,-4,-56,-1,1,66,2,6.433333333333337
238,reg,2017122500,HOU,PIT,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122500/2017122500_gtd.json,6,34,0,1,13,20,227,330,51,226,176,104,7,4,80,24,2,0,7,3,342,143,37,45,29.066666666666666,30.93333333333333,-1,-7,-103,-175,72,3,56,2,4,199,-8,-1.8666666666666636
239,reg,2017122501,PHI,OAK,16,2017,POST,http://www.nfl.com/liveupdate/game-center/2017122501/2017122501_gtd.json,19,10,1,0,12,13,216,274,138,137,78,137,8,7,60,50,2,5,8,5,334,207,39,38,25.65,34.35,1,-1,-58,1,-59,1,10,-3,3,127,1,-8.700000000000003
240,reg,2017123107,NYG,WAS,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123107/2017123107_gtd.json,18,10,1,0,17,10,381,197,121,136,260,61,3,4,25,35,1,3,9,9,363,426,33,44,31.88333333333333,28.11666666666667,1,7,184,-15,199,-1,-10,-2,0,-63,-11,3.7666666666666586
241,reg,2017123106,NE,NYJ,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123106/2017123106_gtd.json,26,6,1,0,28,14,330,247,183,207,147,40,4,9,49,84,0,0,8,7,338,324,42,40,34.81666666666667,25.18333333333333,1,14,83,-24,107,-5,-35,0,1,14,2,9.63333333333334
242,reg,2017123105,MIN,CHI,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123105/2017123105_gtd.json,23,10,1,0,21,12,327,201,180,171,147,30,12,10,103,116,0,0,8,7,358,363,36,45,35.916666666666664,24.08333333333333,1,9,126,9,117,2,-13,0,1,-5,-9,11.833333333333336
243,reg,2017123102,DET,GB,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123102/2017123102_gtd.json,35,11,1,0,18,17,356,256,305,153,51,103,5,8,62,68,0,4,6,6,266,269,33,36,28.216666666666665,31.78333333333333,1,1,100,152,-52,-3,-6,-4,0,-3,-3,-3.5666666666666664
244,reg,2017123103,IND,HOU,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123103/2017123103_gtd.json,22,13,1,0,20,15,250,209,104,124,146,85,4,7,20,34,0,1,5,4,235,201,48,37,31.216666666666665,28.78333333333333,1,5,41,-20,61,-3,-14,-1,1,34,11,2.4333333333333336
245,reg,2017123109,PIT,CLE,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123109/2017123109_gtd.json,28,24,1,0,20,17,348,374,224,272,124,102,3,9,15,77,2,2,4,5,144,205,37,39,29.08333333333333,30.91666666666667,1,3,-26,-48,22,-6,-62,0,-1,-61,-2,-1.8333333333333428
246,reg,2017123108,PHI,DAL,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123108/2017123108_gtd.json,0,6,0,1,12,16,219,301,149,172,70,129,7,7,49,64,2,1,7,8,299,356,41,38,29.91666666666667,30.08333333333333,-1,-4,-82,-23,-59,0,-15,1,-1,-57,3,-0.1666666666666572
247,reg,2017123114,LA,SF,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123114/2017123114_gtd.json,13,34,0,1,15,25,251,463,149,292,102,171,6,4,46,23,2,3,7,2,341,87,44,41,30.85,29.15,-1,-10,-212,-143,-69,2,23,-1,5,254,3,1.7000000000000028
248,reg,2017123113,LAC,OAK,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123113/2017123113_gtd.json,30,10,1,0,26,14,495,336,380,231,115,105,7,6,65,85,0,2,2,3,63,136,32,45,33.333333333333336,26.66666666666667,1,12,159,149,10,1,-20,-2,-1,-73,-13,6.666666666666664
249,reg,2017123112,DEN,KC,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123112/2017123112_gtd.json,24,27,0,1,22,23,336,379,226,269,110,110,4,4,30,40,3,2,4,5,157,256,40,46,30.95,29.05,-1,-1,-43,-43,0,0,-10,1,-1,-99,-6,1.8999999999999986
250,reg,2017123111,TEN,JAX,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123111/2017123111_gtd.json,15,10,1,0,11,13,232,229,116,146,116,83,2,6,15,41,1,4,9,8,383,336,41,35,33.45,26.55,1,-2,3,-30,33,-4,-26,-3,1,47,6,6.900000000000002
251,reg,2017123110,TB,NO,17,2017,POST,http://www.nfl.com/liveupdate/game-center/2017123110/2017123110_gtd.json,31,24,1,0,28,18,455,323,345,231,110,92,2,7,15,38,3,1,2,4,100,185,54,46,31.55,28.45,1,10,132,114,18,-5,-23,2,-2,-85,8,3.1000000000000014
